"date","pr","tas","tasrange","tasskew"
1979-01-01,6.94439995641005e-06,258.10000384599,14.3000002130866,0.48251748085022
1979-01-02,8.10179994914506e-06,264.100003935397,3.7000000551343,0.513513505458832
1979-01-03,6.94439995641005e-06,264.100003935397,3.1000000461936,0.483870953321457
1979-01-04,1.04165999346151e-05,264.200003936887,5.6000000834465,0.589285731315613
1979-01-05,0,261.100003890693,5.00000007450581,0.439999997615814
1979-01-06,0,260.000003874302,4.90000007301569,0.510204076766968
1979-01-07,9.25919994188007e-06,263.900003932416,18.3000002726912,0.475409835577011
1979-01-08,4.51385997166653e-05,273.400004073977,2.5000000372529,0.680000007152557
1979-01-09,4.28237997311953e-05,273.500004075468,1.30000001937151,0.307692319154739
1979-01-10,2.31479998547002e-06,272.700004063547,5.40000008046627,0.685185194015503
1979-01-11,0,271.500004045665,5.90000008791685,0.45762711763382
1979-01-12,5.78699996367504e-06,271.800004050136,4.20000006258488,0.595238089561462
1979-01-13,3.58793997747853e-05,271.500004045665,3.60000005364418,0.722222208976746
1979-01-14,1.38887999128201e-05,270.800004035234,2.90000004321337,0.586206912994385
1979-01-15,1.15739999273501e-05,270.500004030764,3.00000004470348,0.600000023841858
1979-01-16,5.43977996585454e-05,272.900004066527,2.30000003427267,0.695652186870575
1979-01-17,1.85183998837601e-05,270.900004036725,3.30000004917383,0.484848499298096
1979-01-18,0,268.500004000962,3.7000000551343,0.486486494541168
1979-01-19,1.15739999273501e-06,269.300004012883,2.30000003427267,0.826086938381195
1979-01-20,5.78699996367504e-06,268.500004000962,2.60000003874302,0.384615391492844
1979-01-21,0,264.700003944337,5.80000008642673,0.396551728248596
1979-01-22,0,265.500003956258,4.40000006556511,0.522727251052856
1979-01-23,4.39811997239303e-05,269.200004011393,8.00000011920929,0.4375
1979-01-24,1.15739999273501e-05,272.800004065037,7.20000010728836,0.541666686534882
1979-01-25,0,270.400004029274,5.90000008791685,0.52542370557785
1979-01-26,0,269.600004017353,5.80000008642673,0.517241358757019
1979-01-27,1.15739999273501e-06,271.000004038215,4.80000007152557,0.416666656732559
1979-01-28,1.96757998764951e-05,270.800004035234,5.00000007450581,0.639999985694885
1979-01-29,9.25919994188007e-06,269.700004018843,3.00000004470348,0.533333361148834
1979-01-30,0,270.500004030764,4.00000005960464,0.574999988079071
1979-01-31,2.54627998401702e-05,271.200004041195,4.90000007301569,0.28571429848671
1979-02-01,1.62035998982901e-05,275.40000410378,2.80000004172325,0.5
1979-02-02,7.52309995277756e-05,274.600004091859,5.00000007450581,0.5
1979-02-03,5.78699996367504e-06,272.600004062057,5.70000008493662,0.59649121761322
1979-02-04,6.94439995641005e-06,273.700004078448,4.00000005960464,0.574999988079071
1979-02-05,1.15739999273501e-06,271.700004048645,5.90000008791685,0.576271176338196
1979-02-06,0,270.500004030764,4.80000007152557,0.541666686534882
1979-02-07,8.10179994914506e-06,270.400004029274,3.00000004470348,0.5
1979-02-08,3.35645997893153e-05,272.500004060566,5.70000008493662,0.491228073835373
1979-02-09,0,270.000004023314,9.10000013560057,0.571428596973419
1979-02-10,0,268.700004003942,9.70000014454126,0.57731956243515
1979-02-11,0,265.800003960729,9.70000014454126,0.546391725540161
1979-02-12,4.74533997021354e-05,269.600004017353,5.00000007450581,0.639999985694885
1979-02-13,4.51385997166653e-05,270.000004023314,2.60000003874302,0.653846144676208
1979-02-14,0.000126156599208116,266.200003966689,6.10000009089708,0.475409835577011
1979-02-15,5.55551996512804e-05,263.600003927946,4.70000007003546,0.361702114343643
1979-02-16,0,266.100003965199,4.10000006109476,0.560975611209869
1979-02-17,3.58793997747853e-05,265.100003950298,9.10000013560057,0.395604401826859
1979-02-18,4.62959997094003e-06,271.200004041195,4.80000007152557,0.458333343267441
1979-02-19,0,270.800004035234,5.6000000834465,0.517857134342194
1979-02-20,0,269.400004014373,8.90000013262033,0.516853928565979
1979-02-21,0,267.600003987551,11.4000001698732,0.587719321250916
1979-02-22,0,270.100004024804,11.6000001728535,0.439655184745789
1979-02-23,0,268.900004006922,7.90000011771917,0.582278490066528
1979-02-24,8.10179994914506e-06,271.500004045665,3.30000004917383,0.575757563114166
1979-02-25,0,269.800004020333,10.0000001490116,0.589999973773956
1979-02-26,0,269.100004009902,7.40000011026859,0.554054081439972
